date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:15:46	39594/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:42%20GMT	http://admin:admin@192.168.0.1/nat_reg.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/nat_reg.html	(from http://admin:admin@192.168.0.1/index.html)
19:15:46	19003/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:43%20GMT	http://admin:admin@192.168.0.1/top_main.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/top_main.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:46	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:46%20GMT	http://admin:admin@192.168.0.1/help_wireless_basic.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_wireless_basic.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:47	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:46%20GMT	http://admin:admin@192.168.0.1/help_vpn_pass_through.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_vpn_pass_through.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:47	20139/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:44%20GMT	http://admin:admin@192.168.0.1/wan.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/wan.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:47	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:47%20GMT	http://admin:admin@192.168.0.1/help_password.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_password.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:47	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:47%20GMT	http://admin:admin@192.168.0.1/help_info.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_info.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:48	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:48%20GMT	http://admin:admin@192.168.0.1/help_pppoe.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_pppoe.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:48	37759/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:44%20GMT	http://admin:admin@192.168.0.1/wireless_basic.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/wireless_basic.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:48	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:48%20GMT	http://admin:admin@192.168.0.1/help_pptp_l2tp.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_pptp_l2tp.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:49	12856/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:47%20GMT	http://admin:admin@192.168.0.1/info.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/info.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:49	10986/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:47%20GMT	http://admin:admin@192.168.0.1/pppoe.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/pppoe.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:49	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:49%20GMT	http://admin:admin@192.168.0.1/help_lan.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_lan.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:51	9210/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:49%20GMT	http://admin:admin@192.168.0.1/dhcps_lease.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/dhcps_lease.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:51	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:51%20GMT	http://admin:admin@192.168.0.1/help_dhcps_lease.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_dhcps_lease.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:51	1631/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:51%20GMT	http://admin:admin@192.168.0.1/nat.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/nat.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:52	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:51%20GMT	http://admin:admin@192.168.0.1/help_nat.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_nat.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:52	24117/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:48%20GMT	http://admin:admin@192.168.0.1/ddns.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/ddns.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:52	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:52%20GMT	http://admin:admin@192.168.0.1/help_route_reg.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_route_reg.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:52	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:52%20GMT	http://admin:admin@192.168.0.1/help_wireless_adv.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_wireless_adv.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:52	30148/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:48%20GMT	http://admin:admin@192.168.0.1/pptp_l2tp.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/pptp_l2tp.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:53	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:53%20GMT	http://admin:admin@192.168.0.1/help_wireless_mac.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_wireless_mac.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:54	13756/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:51%20GMT	http://admin:admin@192.168.0.1/route_reg.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/route_reg.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:54	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:53%20GMT	http://admin:admin@192.168.0.1/help_wireless_wps.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_wireless_wps.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:54	34848/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:49%20GMT	http://admin:admin@192.168.0.1/lan.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/lan.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:54	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:54%20GMT	http://admin:admin@192.168.0.1/help_wireless_wds.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_wireless_wds.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:54	13931/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:52%20GMT	http://admin:admin@192.168.0.1/wireless_macfilter.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/wireless_macfilter.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:54	11167/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:53%20GMT	http://admin:admin@192.168.0.1/wireless_wps.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/wireless_wps.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:55	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:54%20GMT	http://admin:admin@192.168.0.1/help_filter.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_filter.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:55	2523/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:54%20GMT	http://admin:admin@192.168.0.1/filter.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/filter.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:55	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:55%20GMT	http://admin:admin@192.168.0.1/help_filter_ip.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_filter_ip.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:55	19583/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:54%20GMT	http://admin:admin@192.168.0.1/wireless_wds.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/wireless_wds.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:56	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:55%20GMT	http://admin:admin@192.168.0.1/help_block_site.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_block_site.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:56	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:56%20GMT	http://admin:admin@192.168.0.1/help_virtual_server.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_virtual_server.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:57	11615/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:55%20GMT	http://admin:admin@192.168.0.1/block_domain.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/block_domain.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:57	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:56%20GMT	http://admin:admin@192.168.0.1/help_dmz.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_dmz.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:57	8324/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:56%20GMT	http://admin:admin@192.168.0.1/virtual_server.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/virtual_server.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:57	5366/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:56%20GMT	http://admin:admin@192.168.0.1/dmz.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/dmz.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:57	1344/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:57%20GMT	http://admin:admin@192.168.0.1/upnp.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/upnp.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:57	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:57%20GMT	http://admin:admin@192.168.0.1/help_upnp.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_upnp.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:58	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:57%20GMT	http://admin:admin@192.168.0.1/help_qos.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_qos.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:58	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:58%20GMT	http://admin:admin@192.168.0.1/help_schedule.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_schedule.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:59	41388/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:55%20GMT	http://admin:admin@192.168.0.1/filter_ip.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/filter_ip.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:59	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:58%20GMT	http://admin:admin@192.168.0.1/help_ap.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_ap.html	(from http://admin:admin@192.168.0.1/menu.html)
19:15:59	2767/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:58%20GMT	http://admin:admin@192.168.0.1/ap.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/ap.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:00	15848/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:58%20GMT	http://admin:admin@192.168.0.1/schedules.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/schedules.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:00	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:59%20GMT	http://admin:admin@192.168.0.1/help_date.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_date.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:00	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:00%20GMT	http://admin:admin@192.168.0.1/help_ntp.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_ntp.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:01	28084/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:57%20GMT	http://admin:admin@192.168.0.1/qos.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/qos.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:01	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:00%20GMT	http://admin:admin@192.168.0.1/help_access_limit.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_access_limit.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:01	6356/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:00%20GMT	http://admin:admin@192.168.0.1/ntp.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/ntp.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:01	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:01%20GMT	http://admin:admin@192.168.0.1/help_log.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_log.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:01	7839/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:00%20GMT	http://admin:admin@192.168.0.1/access_limit.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/access_limit.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:02	5239/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:01%20GMT	http://admin:admin@192.168.0.1/log.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/log.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:02	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:01%20GMT	http://admin:admin@192.168.0.1/help_save.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_save.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:02	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:02%20GMT	http://admin:admin@192.168.0.1/help_init.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_init.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:02	2733/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:01%20GMT	http://admin:admin@192.168.0.1/init.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/init.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:02	8667/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:01%20GMT	http://admin:admin@192.168.0.1/save.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/save.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:02	28793/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:15:59%20GMT	http://admin:admin@192.168.0.1/date.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/date.html	(from http://admin:admin@192.168.0.1/menu.html)
